"Abadelkem"
"Colin"
"Côme"
"Condorset"
"Conrad"
"Consalvo"
"Consolato"
"Constance"
"Constant"
"Constantin"
"Constantino"
"Constantinos"
"Constanzo"
"Contantinos"
"Cordule"
"Corentin"
"Corneille"
"Cornelio"
"Cornélio"
"Corrado"
"Cosma"
"Cosme"
"Cosne"
"Costante"
"Costantino"
"Costanzo"
"Couado"
"Couronné"
"Coutini"
"Crescentino"
"Cris"
"Crispin"
"Cristino"
"Cyprien"
"Cyr"
"Cyriaque"
"Cyril"
"Cyrile"
"Cyrille"
"Czeslas"
"Czeslaw"
"Czestaw"
"D'Arengo Manuel"
"Dafar"
"Dagobert"
"Dahmane"
"Damas"
"Damaso"
"Damazy"
"Damiano"
"Damien"
"Damiens"
"Daniel"
"Dante"
"Dargence"
"Dario"
"Darius"
"Darrar"
"Daumesnil"
"Dauphin"
"David"
"Davide"
"Davino"
"Daye"
"Dazio"
"Deifallah"
"Dejoka"
"Delfino"
"Delphin"
"Demeter"
"Déméter"
"Démétré"
"Demetri"
"Demetrio"
"Démétrio"
"Démétrius"
"Démosthène"
"Denis"
"Denys"
"Déodat"
"Désidério"
"Désiré"
"Didier"
"Didio"
"Dieudonné"
"Dimitra"
"Dimitri"
"Dimitris"
"Dimitry"
"Dino"
"Diogène"
"Dirié"
"Dirieh"
"Djama"
"Djapher"
"Djemai"
"Djemma"
"Djibran"
"Djibril"
"Djilali"
"Djillali"
"Dmitri"
"Dmytro"
"Domazy"
"Domenico"
"Doménico"
"Domiano"
"Dominico"
"Dominik"
"Dominique"
"Domitien"
"Domitille"
"Domizio"
"Donat"
"Donatien"
"Donato"
"Dorian"
"Doris"
"Dorothée"
"Dosithée"
"Doué"
"Draoui"
"Drini"
"Driss"
"Druon"
"Duilio"
"Dydak"
"Dymétri"
"Eddrado"
"Edgar"
"Edgard"
"Edir"
"Edmond"
"Édouard"
"Édouardo"
"Edvard"
"Edvin"
"Edward"
"Effigio"
"Effisio"
"Efflam"
"Efisio"
"Egazau"
"Égide"
"Egidio"
"Egidius"
"Egildo"
"Egisto"
"Eladio"
"Elarbi"
"Elenterio"
"Éléonar"
"Eléonard"
"Eleutério"
"Eleuther"
"Eleuthère"
"Éleuthère"
"Elhocine"
"Eliasz"
"Élie"
"Eliezer"
"Elio"
"Élio"
"Élisé"
"Elisée"
"Élisée"
"Élizé"
"Elkadiem"
"Elliott"
"Elmefadel"
"Éloi"
"Elouan"
"Eloy"
"Elvoie"
"Élysée"
"Élzéar"
"Emanuel"
"Emanuele"
"Embarck"
"Embareck"
"Embarek"
"Embark"
"Émélia"
"Emérance"
"Emeric"
"Émeric"
"Eméry"
"Émile"
"Emiliano"
"Émilien"
"Emilio"
"Émilio"
"Emmanuel"
"Emmanuele"
"Engelbert"
"Enguerrand"
"Enrico"
"Enthime"
"Ephigène"
"Epiphane"
"Épiphane"
"Érasme"
"Ercole"
"Ercolo"
"Erezzo"
"Eric"
"Éric"
"Erick"
"Erise"
"Erlich"
"Ermanno"
"Ermélino"
"Ermenegilde"
"Erménégildo"
"Ermindo"
"Erminio"
"Ernest"
"Ernesto"
"Errahman"
"Ertimio"
"Erwan"
"Esloussi"
"Esprit"
"Essaïd"
"Essousi"
"Essoussi"
"Estarie"
"Étienne"
"Ettore"
"Ettoré"
"Eubert"
"Eudes"
"Eudoxe"
"Eugène"
"Eugenio"
"Eugénio"
"Eugènio"
"Eugéno"
"Eugenyusz"
"Eusèbe"
"Eusebio"
"Eusébio"
"Eustache"
"Éva"
"Evangélis"
"Evangéliste"
"Evangelo"
"Evangelos"
"Evangélos"
"Evariste"
"Évariste"
"Evaristo"
"Evasio"
"Evrard"
"Évrard"
"Ezechiele"
"Ezio"
"Ezzougni"
"Fabiano"
"Fabien"
"Fabrice"
"Falaride"
"Fantin"
"Farakhatdine"
"Faredje"
"Faria"
"Faris"
"Farrah"
"Fatmi"
"Faustin"
"Faustino"
"Fécia"
"Fedele"
"Fédérico"
"Fédérigo"
"Fedor"
"Fédor"
"Félice"
"Félici"
"Félicien"
"Félicité"
"Féliks"
"Félix"
"Fémy"
"Fénelon"
"Fercy"
"Ferdinand"
"Ferdinando"
"Ferdynand"
"Férenc"
"Ferhat"
"Fernand"
"Fernandez"
"Ferrante"
"Ferrong"
"Ferruccio"
"Ferrucio"
"Fetnat"
"Feuillen"
"Fiacre"
"Fidel"
"Fidèle"
"Fidélis"
"Fidèlis"
"Filiberto"
"Filimon"
"Filip"
"Filippo"
"Fioravante"
"Fioravanti"
"Firmin"
"Firminie"
"Firmino"
"Flaminio"
"Flavien"
"Fleurice"
"Fleury"
"Flodoard"
"Florent"
"Florent,"
"Florentin"
"Florentino"
"Florenzo"
"Florestan"
"Flori"
"Florial"
"Florian"
"Floriant"
"Florice"
"Florid"
"Floride"
"Florie"
"Florimon"
"Florimond"
"Florindo"
"Floris"
"Florisse"
"Flory"
"Floryan"
"Flubert"
"Fortunato"
"Fortuné"
"Foucauld"
"Foulques"
"Franc"
"Franceschino"
"Francesco"
"Françesco"
"Francis"
"Franciscek"
"Francisco"
"Francisek"
"Francisque"
"Francisz"
"Franciszeck"
"Franciszek"
"Franciszekc"
"Franciszekz"
"Francizek"
"Franco"
"François"
"Franghis"
"Franjo"
"Frans"
"Frantisck"
"Frantisek"
"Frantz"
"Franz"
"Frédéric"
"Frédérico"
"Fridéryk"
"Fridrieh"
"Frncesco"
"Frumence"
"Fulbert"
"Fulcrand"
"Fulgence"
"Fulvio"
"Furcy"
"Gabib"
"Gabin"
"Gabriel"
"Gabrièle"
"Gabriello"
"Gaël"
"Gaétan"
"Gaëtan"
"Gaètano"
"Gaëtano"
"Galeran"
"Galliano"
"Garcia"
"Gardani"
"Garnier"
"Gaspar"
"Gaspard"
"Gaspare"
"Gaspart"
"Gaston"
"Gatien"
"Gaud"
"Gaudenzio"
"Gautier"
"Gavino"
"Gazir"
"Gédéon"
"Gélio"
"Génésio"
"Génius"
"Gennaro"
"Gentil"
"Geoffroy"
"Georgea"
"Georges"
"Géorgina"
"Georgio"
"Gérard"
"Géraud"
"Gerbert"
"Gerbina"
"Gérémia"
"Germain"
"Gérolami"
"Gérolamo"
"Gertrude"
"Gervais"
"Géry"
"Geyza"
"Geza"
"Ghabeb"
"Ghislain"
"Giacento"
"Giacinto"
"Giacomo"
"Giacondo"
"Giamini"
"Giancarlo"
"Gianet"
"Gianetto"
"Gianotti"
"Gilali"
"Gilbert"
"Gilles"
"Gino"
"Gioachino"
"Giocinto"
"Giocommo"
"Giocondo"
"Giomaria"
"Giorgio"
"Giovacchino"
"Giovachino"
"Giovanni"
"Giovannico"
"Giovannino"
"Girart"
"Girolamo"
"Gisberto"
"Giseppe"
"Giulio"
"Giuseppe"
"Gligori"
"Gocine"
"Godefroid"
"Gondebaud"
"Gonthier"
"Gontran"
"Gonzague"
"Gordy"
"Gottfried"
"Gottlieb"
"Gracien"
"Grégoire"
"Grégono"
"Gregorio"
"Grégorio"
"Grégory"
"Gregorz"
"Grégorz"
"Gualtiero"
"Gualtiéro"
"Guedi"
"Guérin"
"Guerino"
"Guerrino"
"Gugliélino"
"Guglielmo"
"Gui"
"Guido"
"Guilain"
"Guilbert"
"Guiliano"
"Guilio"
"Guillaume"
"Guillaumine"
"Guillermine"
"Guinto"
"Guiseppe"
"Guiseppine"
"Guiseppino"
"Guislain"
"Guistino"
"Günter"
"Gusmar"
"Gustave"
"Guy"
"Guyot"
"Gwenael"
"Gyorgy"
"H'mon"
"Habi"
"Habil"
"Habir"
"Haceine"
"Hacène"
"Hachani"
"Hadj"
"Hadjen"
"Hady"
"Haj"
"Hajrulah"
"Halie"
"Hamadache"
"Hamadouche"
"Hamar"
"Hamard"
"Hamed"
"Hamène"
"Hameur"
"Hamidi"
"Hamimi"
"Hamini"
"Hamlaoui"
"Hammanche"
"Hammed"
"Hammiche"
"Hammitouche"
"Hammou"
"Hammouche"
"Hammoud"
"Hammouda"
"Hamon"
"Hamou"
"Hamouche"
"Hamouda"
"Hamza"
"Hans"
"Hanza"
"Haralambos"
"Harchoui"
"Hardouin"
"Harouthian"
"Harry"
"Hartur"
"Hasan"
"Hassaïne"
"Hassan"
"Hassein"
"Hassen"
"Hassine"
"Hassouna"
"Hector"
"Hédelin"
"Hélèna"
"Hélie"
"Hélier"
"Héliodore"
"Hendrik"
"Henri"
"Henrico"
"Henricus"
"Henry"
"Henryck"
"Henryk"
"Herbert"
"Hercule"
"Herluin"
"Herman"
"Hermand"
"Hermann"
"Hermant"
"Herment"
"Hermolaos"
"Herrmann"
"Hersi"
"Hervé"
"Hessaïne"
"Hessen"
"Hideo"
"Hieronim"
"Hieronin"
"Hilaire"
"Hilarion"
"Hilary"
"Hildéphonse"
"Himmi"
"Hincmar"
"Hippolite"
"Hippolyte"
"Hocène"
"Hoche"
"Hocine"
"Hoemé"
"Hoène"
"Homère"
"Honorat"
"Honoré"
"Horace"
"Hossein"
"Hossine"
"Houcine"
"Houssein"
"Houssin"
"Houssine"
"Hubert"
"Hudzik"
"Hugo"
"Humbert"
"Hussain"
"Hussein"
"Hussen"
"Hussin"
"Hyacinthe"
"Hypolite"
"Hyppolite"
"Hyppolyte"
"Iahma"
"Ibai"
"Ibrahim"
"Iddir"
"Idé"
"Idephonse"
"Idir"
"Idji"
"Idri"
"Idris"
"Idzi"
"Idzir"
"Iglésias"
"Ignace"
"Ignacy"
"Ignatz"
"Ignazio"
"Ilas"
"Ildelphonse"
"Ildephonse"
"Ildevert"
"Ilia"
"Iljas"
"Ilko"
"Imre"
"Innocent"
"Innocente"
"Inocent"
"Iréné"
"Irénée"
"Isa"
"Isaac"
"Isabeau"
"Isaie"
"Isaïe"
"Iset"
"Isidore"
"Isidoro"
"Ismaël"
"Isouf"
"Israël"
"Issa"
"Issac"
"Istwan"
"Italo"
"Ivan"
"Ivon"
"Iwan"
"Iwarjon"
"Izydor"
"Jacob"
"Jacques"
"Jairaim"
"Jakob"
"James"
"Jan"
"Janos"
"Janvier"
"Jaréma"
"Jarmila"
"Jarolim"
"Jaroslav"
"Jaroslaw"
"Jasin"
"Jason"
"Jaze"
"Jean"
"Jeannot"
"Jérémie"
"Jérôme"
"Jerzy"
"Jessé"
"Jésus"
"Jiacinto"
"Jiri"
"Jlas"
"Joachim"
"Joannès"
"Joao"
"Joaquin"
"Job"
"Jocelyn"
"Joël"
"Johan"
"Johann"
"Jolial"
"Jonas"
"Jonathan"
"Joris"
"José"
"Josef"
"Joseph"
"Josépha"
"Josif"
"Joso"
"Josse"
"Josselin"
"Jourdain"
"Jozef"
"Jozéfat"
"Juan"
"Jude"
"Judicaël"
"Jules"
"Julian"
"Julien"
"Julino"
"Julio"
"Julius"
"Jundrick"
"Junko"
"Jura"
"Juraj"
"Jurko"
"Just"
"Juste"
"Justin"
"Jusuf"
"Juvénal"
"Juventin"
"Jzydor"
"Kacem"
"Kacen"
"Kaci"
"Kacper"
"Kadda"
"Kaddour"
"Kader"
"Kadir"
"Kadour"
"Kaïd"
"Kajetan"
"Kajétan"
"Karec"
"Karel"
"Karl"
"Karol"
"Kasimir"
"Kaspar"
"Kasper"
"Kassem"
"Kassim"
"Kazmiez"
"Kédouche"
"Khalid"
"Khalifa"
"Kharilaos"
"Khélifa"
"Khodja"
"Kléber"
"Konrad"
"Konstanty"
"Kouidi"
"Kourssi"
"Krinko"
"Ksavery"
"Labib"
"Lace"
"Lacène"
"Lachem"
"Lachne"
"Ladislas"
"Ladislaus"
"Ladislaw"
"Ladyslas"
"Lahcen"
"Lahcène"
"Lahchal"
"Lahdj"
"Lahidi"
"Lahkdar"
"Lahlou"
"Lahoucine"
"Lahoussine"
"Lahsen"
"Lahsène"
"Lahssen"
"Laïb"
"Laïfa"
"Lakdar"
"Lakhdar"
"Lalouani"
"Lamar"
"Lamara"
"Lambert"
"Lamberto"
"Lami"
"Lamri"
"Lancelot"
"Landicino"
"Landry"
"Laoussine"
"Larbi"
"Larion"
"Larrion"
"Lassen"
"Laszlo"
"Latomène"
"Laurent"
"Laurian"
"Layachi"
"Lazare"
"Lazzaro"
"Léandre"
"Léger"
"Leïba"
"Lelhi"
"Léo"
"Léon"
"Léonaldo"
"Léonard"
"Léonce"
"Léonello"
"Léonhard"
"Léonid"
"Léonidas"
"Léonide"
"Léopold"
"Léopoldo"
"Leu"
"Leufroy"
"Lhosen"
"Lhoussein"
"Liazid"
"Libérato"
"Libère"
"Libero"
"Libert"
"Liboire"
"Lié"
"Liétald"
"Liévin"
"Lilian"
"Lindo"
"Lino"
"Lionel"
"Livin"
"Livio"
"Lixi"
"Lodovico"
"Loïc"
"Longin"
"Lorenz"
"Lorenzo"
"Lorrain"
"Lothaire"
"Louis"
"Louis-Auguste"
"Lounès"
"Lounis"
"Loup"
"Loussi"
"Lubin"
"Luc"
"Lucain"
"Lucas"
"Lucia"
"Lucie"
"Lucien"
"Lucio"
"Ludger"
"Ludolphe"
"Ludovic"
"Ludovick"
"Ludoviens"
"Ludovit"
"Ludvig"
"Ludvik"
"Ludvika"
"Ludwig"
"Ludwik"
"Luigi"
"Luigui"
"Lukasz"
"M'Amed"
"M'Bareck Ben Abdessalek"
"M'hamed"
"Mabarek"
"Mabfoud"
"Macaire"
"Macief"
"Maciej"
"Maciy"
"Mackballa"
"Madani"
"Madi"
"Maël"
"Maggio"
"Maghraoui"
"Mahamed"
"Mahfoud"
"Mahiaut"
"Mahiddine"
"Mahmond"
"Mahmoud"
"Mahommed"
"Maïli"
"Maillo"
"Maïmi"
"Makdjouh"
"Makhlouf"
"Makhoud"
"Makszmilian"
"Malios"
"Malo"
"Mamert"
"Mammar"
"Manassé"
"Mandor"
"Manoël"
"Mansou"
"Mansour"
"Manssueto"
"Manuel"
"Marc"
"Marceau"
"Marcel"
"Marceli"
"Marcelin"
"Marcelino"
"Marcellin"
"Marcello"
"Marcin"
"Marck"
"Marco"
"Marejan"
"Marek"
"Marian"
"Marianno"
"Mariano"
"Marien"
"Marinello"
"Marino"
"Marinol"
"Mario"
"Marius"
"Marjan"
"Marko"
"Martha"
"Marthy"
"Martial"
"Martin"
"Martino"
"Marton"
"Martyre"
"Masin"
"Massimien"
"Massimiliano"
"Massimino"
"Massimo"
"Massin"
"Mate"
"Matej"
"Mater"
"Mateusz"
"Mathé"
"Mathey"
"Mathi"
"Mathias"
"Mathieu"
"Mathurin"
"Matteo"
"Mattéo"
"Matthias"
"Mattia"
"Maturano"
"Matus"
"Maugis"
"Maulio"
"Maurice"
"Mauricio"
"Maurizio"
"Mauro"
"Max"
"Maxellence"
"Maxence"
"Maxime"
"Maximilian"
"Maximilien"
"Maximin"
"Maximino"
"Maxis"
"Mayeul"
"Mayouf"
"Meassould"
"Mebarec"
"Mebarek"
"Mébarek"
"Mecceslas"
"Médard"
"Médardo"
"Médéric"
"Mehdi"
"Mékhlouf"
"Melchior"
"Melciade"
"Mélia"
"Mélina"
"Menad"
"Ménad"
"Mence"
"Menybert"
"Mériade"
"Méril"
"Merlin"
"Mérovée"
"Mershed"
"Méryl"
"Merzouk"
"Messaoud"
"Métana"
"Méthana"
"Méthena"
"Métody"
"Meuali"
"Meuch"
"Méziane"
"Mezzoug"
"Michael"
"Michaël"
"Michaïl"
"Michal"
"Michel"
"Michele"
"Michèle"
"Michelo"
"Mieczyslas"
"Mieczyslaw"
"Miguel"
"Mijo"
"Miko"
"Mikodem"
"Mikolaj"
"Mile"
"Miloud"
"Mimoun"
"Missoum"
"Moahmmed"
"Modani"
"Modest"
"Modeste"
"Modestie"
"Modesto"
"Moham"
"Mohamed"
"Mohammed"
"Mohammet"
"Mohana"
"Mohand"
"Mohandakli"
"Mohane"
"Mohanmo"
"Mohassen"
"Mohsen"
"Mohsin"
"Moïse"
"Mokbel"
"Mokbil"
"Mokhtar"
"Moklitar"
"Mokrane"
"Mokred"
"Moktar"
"Morgan"
"Mosé"
"Mottua"
"Mouhoub"
"Moulaïd"
"Mouloud"
"Mounaser"
"Moussa"
"Moussad"
"Moussah"
"Moussakred"
"Moutoud"
"Mouziam"
"Mouziane"
"Mussa"
"Mussed"
"Musseleh"
"Mussen"
"Myrtilde"
"Nabuchodonosor"
"Nacher"
"Nadir"
"Nadjé"
"Nadji"
"Nagé"
"Naggi"
"Nagi"
"Nagia"
"Nagui"
"Napoléon"
"Narciso"
"Narcisse"
"Nasario"
"Naser"
"Nasir"
"Nassa"
"Nassal"
"Nassar"
"Nassen"
"Nasser"
"Nassir"
"Natal"
"Natale"
"Natalino"
"Nater"
"Nathan"
"Naudet"
"Nazarréno"
"Nazzareno"
"Nazzaréno"
"Néhémie"
"Nello"
"Nestor"
"Nicaise"
"Nicanor"
"Niccolaï"
"Nicéphore"
"Nickolaus"
"Nicodème"
"Nicolas"
"Nicolino"
"Nicolo"
"Nigid"
"Nikita"
"Nikodem"
"Nikola"
"Nikolaj"
"Nikoloj"
"Noé"
"Noël"
"Noémi"
"Norbert"
"Normand"
"Nouman"
"Numa"
"Nykula"
"Octave"
"Oddone"
"Odéï"
